Year/年/年,Month/月/月,Day/日/日,Hour/時/时,Minute/分/分,Second/秒/秒,TimeZone/時區/时区,Height(m)/高度(米)/高度(米)
2025,1,4,14,2,,UTC+8,1.54
2025,1,4,17,33,,UTC+8,1.31
2025,1,5,0,10,,UTC+8,2.31
2025,1,5,7,14,,UTC+8,0.65
2025,1,5,14,47,,UTC+8,1.62
2025,1,5,18,35,,UTC+8,1.32
2025,1,6,1,2,,UTC+8,2.11
2025,1,6,7,50,,UTC+8,0.78
2025,1,6,15,33,,UTC+8,1.73
2025,1,6,19,44,,UTC+8,1.32
2025,1,7,2,11,,UTC+8,1.86
2025,1,7,8,26,,UTC+8,0.92
2025,1,7,16,20,,UTC+8,1.86
2025,1,7,21,24,,UTC+8,1.27
2025,1,8,4,0,,UTC+8,1.62
2025,1,8,9,5,,UTC+8,1.06
2025,1,8,17,6,,UTC+8,2
2025,1,8,23,6,,UTC+8,1.11
2025,1,9,5,42,,UTC+8,1.44
2025,1,9,9,46,,UTC+8,1.18
2025,1,9,17,50,,UTC+8,2.15
2025,1,10,0,34,,UTC+8,0.89
2025,1,10,7,39,,UTC+8,1.38
2025,1,10,10,31,,UTC+8,1.28
2025,1,10,18,33,,UTC+8,2.29
2025,1,11,1,48,,UTC+8,0.67
2025,1,11,9,12,,UTC+8,1.39
2025,1,11,11,23,,UTC+8,1.33
2025,1,11,19,15,,UTC+8,2.41
2025,1,12,2,43,,UTC+8,0.48
2025,1,12,10,6,,UTC+8,1.41
2025,1,12,12,23,,UTC+8,1.35
2025,1,12,19,58,,UTC+8,2.5
2025,1,13,3,30,,UTC+8,0.36
2025,1,13,10,45,,UTC+8,1.42
2025,1,13,13,25,,UTC+8,1.34
2025,1,13,20,42,,UTC+8,2.54
2025,1,14,4,12,,UTC+8,0.31
2025,1,14,11,18,,UTC+8,1.42
2025,1,14,14,19,,UTC+8,1.3
2025,1,14,21,26,,UTC+8,2.54
2025,1,15,4,52,,UTC+8,0.32
2025,1,15,11,50,,UTC+8,1.43
2025,1,15,15,7,,UTC+8,1.26
2025,1,15,22,8,,UTC+8,2.48
2025,1,16,5,27,,UTC+8,0.39
2025,1,16,12,22,,UTC+8,1.45
2025,1,16,15,51,,UTC+8,1.24
2025,1,16,22,47,,UTC+8,2.38
2025,1,17,5,58,,UTC+8,0.5
2025,1,17,12,54,,UTC+8,1.47
2025,1,17,16,33,,UTC+8,1.23
2025,1,17,23,23,,UTC+8,2.25
2025,1,18,6,26,,UTC+8,0.62
2025,1,18,13,27,,UTC+8,1.51
2025,1,18,17,16,,UTC+8,1.24
2025,1,18,23,53,,UTC+8,2.08
2025,1,19,6,52,,UTC+8,0.74
2025,1,19,13,59,,UTC+8,1.55
2025,1,19,18,3,,UTC+8,1.28
2025,1,19,23,37,,UTC+8,1.89
2025,1,20,7,19,,UTC+8,0.86
2025,1,20,14,31,,UTC+8,1.62
2025,1,20,18,58,,UTC+8,1.32
2025,1,20,23,43,,UTC+8,1.7
2025,1,21,7,45,,UTC+8,0.97
2025,1,21,15,4,,UTC+8,1.69
2025,1,21,20,12,,UTC+8,1.34
2025,1,22,0,4,,UTC+8,1.49
2025,1,22,8,10,,UTC+8,1.08
2025,1,22,15,37,,UTC+8,1.79
2025,1,23,8,27,,UTC+8,1.17
2025,1,23,16,14,,UTC+8,1.89
2025,1,24,2,39,,UTC+8,1.06
2025,1,24,16,53,,UTC+8,2.01
2025,1,25,2,17,,UTC+8,0.88
2025,1,25,17,35,,UTC+8,2.12
2025,1,26,2,40,,UTC+8,0.71
2025,1,26,18,18,,UTC+8,2.24
2025,1,27,3,8,,UTC+8,0.56
2025,1,27,19,6,,UTC+8,2.35
2025,1,28,3,36,,UTC+8,0.45
2025,1,28,10,35,,UTC+8,1.4
2025,1,28,13,11,,UTC+8,1.3
2025,1,28,19,57,,UTC+8,2.45
2025,1,29,4,4,,UTC+8,0.38
2025,1,29,11,2,,UTC+8,1.42
2025,1,29,14,14,,UTC+8,1.23
2025,1,29,20,52,,UTC+8,2.51
2025,1,30,4,31,,UTC+8,0.36
2025,1,30,11,29,,UTC+8,1.46
2025,1,30,15,8,,UTC+8,1.15
2025,1,30,21,45,,UTC+8,2.53
2025,1,31,5,0,,UTC+8,0.38
2025,1,31,11,57,,UTC+8,1.51
2025,1,31,15,59,,UTC+8,1.08
2025,1,31,22,36,,UTC+8,2.48
2025,2,1,5,28,,UTC+8,0.46
2025,2,1,12,27,,UTC+8,1.58
2025,2,1,16,48,,UTC+8,1.02
2025,2,1,23,26,,UTC+8,2.36
2025,2,2,5,58,,UTC+8,0.57
2025,2,2,13,2,,UTC+8,1.67
2025,2,2,17,39,,UTC+8,0.99
2025,2,3,0,17,,UTC+8,2.16
2025,2,3,6,27,,UTC+8,0.71
2025,2,3,13,42,,UTC+8,1.77
2025,2,3,18,33,,UTC+8,1
2025,2,4,1,10,,UTC+8,1.9
2025,2,4,6,57,,UTC+8,0.86
2025,2,4,14,27,,UTC+8,1.87
2025,2,4,19,38,,UTC+8,1.03
2025,2,5,2,23,,UTC+8,1.6
2025,2,5,7,27,,UTC+8,1.02
2025,2,5,15,17,,UTC+8,1.96
2025,2,5,21,17,,UTC+8,1.02
2025,2,6,4,8,,UTC+8,1.36
2025,2,6,7,54,,UTC+8,1.15
2025,2,6,16,12,,UTC+8,2.05
2025,2,6,23,10,,UTC+8,0.92
2025,2,7,17,12,,UTC+8,2.14
2025,2,8,1,31,,UTC+8,0.73
2025,2,8,18,10,,UTC+8,2.22
2025,2,9,2,12,,UTC+8,0.56
2025,2,9,19,5,,UTC+8,2.3
2025,2,10,2,46,,UTC+8,0.44
2025,2,10,10,9,,UTC+8,1.4
2025,2,10,12,29,,UTC+8,1.35
2025,2,10,19,55,,UTC+8,2.35
2025,2,11,3,19,,UTC+8,0.38
2025,2,11,10,27,,UTC+8,1.41
2025,2,11,13,37,,UTC+8,1.26
2025,2,11,20,41,,UTC+8,2.38
2025,2,12,3,51,,UTC+8,0.37
2025,2,12,10,48,,UTC+8,1.44
2025,2,12,14,28,,UTC+8,1.16
2025,2,12,21,24,,UTC+8,2.37
2025,2,13,4,21,,UTC+8,0.41
2025,2,13,11,9,,UTC+8,1.47
2025,2,13,15,13,,UTC+8,1.09
2025,2,13,22,4,,UTC+8,2.31
2025,2,14,4,49,,UTC+8,0.49
2025,2,14,11,28,,UTC+8,1.52
2025,2,14,15,53,,UTC+8,1.03
2025,2,14,22,41,,UTC+8,2.22
2025,2,15,5,13,,UTC+8,0.6
2025,2,15,11,43,,UTC+8,1.58
2025,2,15,16,32,,UTC+8,1.01
2025,2,15,23,16,,UTC+8,2.09
2025,2,16,5,36,,UTC+8,0.71
2025,2,16,12,1,,UTC+8,1.64
2025,2,16,17,12,,UTC+8,1.01
2025,2,16,23,50,,UTC+8,1.92
2025,2,17,5,58,,UTC+8,0.82
2025,2,17,12,25,,UTC+8,1.71
2025,2,17,17,54,,UTC+8,1.03
2025,2,18,0,22,,UTC+8,1.74
2025,2,18,6,20,,UTC+8,0.93
2025,2,18,12,50,,UTC+8,1.77
2025,2,18,18,42,,UTC+8,1.06
2025,2,19,0,57,,UTC+8,1.54
2025,2,19,6,38,,UTC+8,1.04
2025,2,19,13,17,,UTC+8,1.82
2025,2,19,19,41,,UTC+8,1.1
2025,2,20,1,56,,UTC+8,1.34
2025,2,20,6,46,,UTC+8,1.13
2025,2,20,13,52,,UTC+8,1.88
2025,2,20,21,9,,UTC+8,1.1
2025,2,21,14,46,,UTC+8,1.93
2025,2,22,1,12,,UTC+8,0.96
2025,2,22,15,51,,UTC+8,1.99
2025,2,23,1,44,,UTC+8,0.79
2025,2,23,16,52,,UTC+8,2.07
2025,2,24,2,14,,UTC+8,0.64
2025,2,24,17,51,,UTC+8,2.17
2025,2,25,2,40,,UTC+8,0.53
2025,2,25,9,48,,UTC+8,1.43
2025,2,25,12,16,,UTC+8,1.36
2025,2,25,18,50,,UTC+8,2.28
2025,2,26,3,5,,UTC+8,0.45
2025,2,26,10,2,,UTC+8,1.46
2025,2,26,13,27,,UTC+8,1.24
2025,2,26,19,50,,UTC+8,2.37
2025,2,27,3,28,,UTC+8,0.41
2025,2,27,10,20,,UTC+8,1.52
2025,2,27,14,21,,UTC+8,1.09
2025,2,27,20,49,,UTC+8,2.43
2025,2,28,3,52,,UTC+8,0.42
2025,2,28,10,37,,UTC+8,1.6
2025,2,28,15,11,,UTC+8,0.93
2025,2,28,21,44,,UTC+8,2.42
2025,3,1,4,19,,UTC+8,0.48
2025,3,1,10,58,,UTC+8,1.71
2025,3,1,15,58,,UTC+8,0.8
2025,3,1,22,37,,UTC+8,2.34
2025,3,2,4,47,,UTC+8,0.59
2025,3,2,11,26,,UTC+8,1.83
2025,3,2,16,45,,UTC+8,0.71
2025,3,2,23,28,,UTC+8,2.17
2025,3,3,5,15,,UTC+8,0.73
2025,3,3,11,58,,UTC+8,1.95
2025,3,3,17,35,,UTC+8,0.69
2025,3,4,0,20,,UTC+8,1.94
2025,3,4,5,43,,UTC+8,0.88
2025,3,4,12,35,,UTC+8,2.05
2025,3,4,18,29,,UTC+8,0.72
2025,3,5,1,19,,UTC+8,1.66
2025,3,5,6,10,,UTC+8,1.02
2025,3,5,13,14,,UTC+8,2.1
2025,3,5,19,36,,UTC+8,0.79
2025,3,6,2,41,,UTC+8,1.4
2025,3,6,6,31,,UTC+8,1.16
2025,3,6,14,2,,UTC+8,2.12
2025,3,6,21,21,,UTC+8,0.82
2025,3,7,15,14,,UTC+8,2.11
2025,3,7,23,54,,UTC+8,0.76
2025,3,8,16,39,,UTC+8,2.11
2025,3,9,1,11,,UTC+8,0.63
2025,3,9,17,53,,UTC+8,2.14
2025,3,10,1,47,,UTC+8,0.55
2025,3,10,18,56,,UTC+8,2.17
2025,3,11,2,16,,UTC+8,0.51
2025,3,11,9,36,,UTC+8,1.48
2025,3,11,12,51,,UTC+8,1.32
2025,3,11,19,49,,UTC+8,2.19
2025,3,12,2,45,,UTC+8,0.51
2025,3,12,9,47,,UTC+8,1.51
2025,3,12,13,45,,UTC+8,1.17
2025,3,12,20,35,,UTC+8,2.19
2025,3,13,3,13,,UTC+8,0.53
2025,3,13,10,0,,UTC+8,1.56
2025,3,13,14,29,,UTC+8,1.04
2025,3,13,21,17,,UTC+8,2.16
2025,3,14,3,39,,UTC+8,0.59
2025,3,14,10,10,,UTC+8,1.64
2025,3,14,15,10,,UTC+8,0.93
2025,3,14,21,56,,UTC+8,2.1
2025,3,15,4,3,,UTC+8,0.68
2025,3,15,10,22,,UTC+8,1.72
2025,3,15,15,47,,UTC+8,0.86
2025,3,15,22,33,,UTC+8,2.01
2025,3,16,4,25,,UTC+8,0.77
2025,3,16,10,41,,UTC+8,1.81
2025,3,16,16,25,,UTC+8,0.82
2025,3,16,23,10,,UTC+8,1.89
2025,3,17,4,47,,UTC+8,0.88
2025,3,17,11,2,,UTC+8,1.88
2025,3,17,17,2,,UTC+8,0.8
2025,3,17,23,47,,UTC+8,1.75
2025,3,18,5,7,,UTC+8,0.98
2025,3,18,11,24,,UTC+8,1.94
2025,3,18,17,43,,UTC+8,0.81
2025,3,19,0,26,,UTC+8,1.6
2025,3,19,5,24,,UTC+8,1.07
2025,3,19,11,40,,UTC+8,1.99
2025,3,19,18,27,,UTC+8,0.84
2025,3,20,1,11,,UTC+8,1.44
2025,3,20,5,32,,UTC+8,1.16
2025,3,20,11,57,,UTC+8,2.02
2025,3,20,19,21,,UTC+8,0.88
2025,3,21,2,16,,UTC+8,1.29
2025,3,21,5,15,,UTC+8,1.22
2025,3,21,12,34,,UTC+8,2.02
2025,3,21,20,39,,UTC+8,0.91
2025,3,22,13,30,,UTC+8,2.01
2025,3,22,23,59,,UTC+8,0.86
2025,3,23,14,52,,UTC+8,2.01
2025,3,24,0,51,,UTC+8,0.74
2025,3,24,16,18,,UTC+8,2.04
2025,3,25,1,26,,UTC+8,0.64
2025,3,25,17,28,,UTC+8,2.11
2025,3,26,1,51,,UTC+8,0.57
2025,3,26,9,0,,UTC+8,1.53
2025,3,26,12,26,,UTC+8,1.34
2025,3,26,18,35,,UTC+8,2.18
2025,3,27,2,13,,UTC+8,0.53
2025,3,27,9,10,,UTC+8,1.6
2025,3,27,13,25,,UTC+8,1.14
2025,3,27,19,42,,UTC+8,2.24
2025,3,28,2,38,,UTC+8,0.54
2025,3,28,9,20,,UTC+8,1.71
2025,3,28,14,16,,UTC+8,0.91
2025,3,28,20,44,,UTC+8,2.25
2025,3,29,3,6,,UTC+8,0.59
2025,3,29,9,39,,UTC+8,1.85
2025,3,29,15,4,,UTC+8,0.7
2025,3,29,21,41,,UTC+8,2.2
2025,3,30,3,35,,UTC+8,0.68
2025,3,30,10,7,,UTC+8,2.02
2025,3,30,15,52,,UTC+8,0.54
2025,3,30,22,35,,UTC+8,2.08
2025,3,31,4,4,,UTC+8,0.81
2025,3,31,10,39,,UTC+8,2.17
2025,3,31,16,40,,UTC+8,0.45
2025,3,31,23,28,,UTC+8,1.9
2025,4,1,4,33,,UTC+8,0.94
2025,4,1,11,14,,UTC+8,2.27
2025,4,1,17,30,,UTC+8,0.45
2025,4,2,0,25,,UTC+8,1.69
2025,4,2,4,59,,UTC+8,1.07
2025,4,2,11,52,,UTC+8,2.32
2025,4,2,18,28,,UTC+8,0.51
2025,4,3,1,34,,UTC+8,1.47
2025,4,3,5,20,,UTC+8,1.19
2025,4,3,12,33,,UTC+8,2.3
2025,4,3,19,47,,UTC+8,0.6
2025,4,4,3,0,,UTC+8,1.31
2025,4,4,4,50,,UTC+8,1.26
2025,4,4,13,21,,UTC+8,2.23
2025,4,4,21,22,,UTC+8,0.65
2025,4,5,14,36,,UTC+8,2.13
2025,4,5,23,3,,UTC+8,0.65
2025,4,6,16,12,,UTC+8,2.06
2025,4,7,0,15,,UTC+8,0.63
2025,4,7,17,31,,UTC+8,2.02
2025,4,8,0,56,,UTC+8,0.62
2025,4,8,8,41,,UTC+8,1.54
2025,4,8,11,54,,UTC+8,1.42
2025,4,8,18,37,,UTC+8,2
2025,4,9,1,29,,UTC+8,0.64
2025,4,9,8,44,,UTC+8,1.58
2025,4,9,12,57,,UTC+8,1.25
2025,4,9,19,32,,UTC+8,1.98
2025,4,10,1,59,,UTC+8,0.68
2025,4,10,8,51,,UTC+8,1.65
2025,4,10,13,44,,UTC+8,1.08
2025,4,10,20,21,,UTC+8,1.94
2025,4,11,2,27,,UTC+8,0.73
2025,4,11,9,1,,UTC+8,1.74
2025,4,11,14,25,,UTC+8,0.94
2025,4,11,21,5,,UTC+8,1.89
2025,4,12,2,51,,UTC+8,0.8
2025,4,12,9,14,,UTC+8,1.84
2025,4,12,15,3,,UTC+8,0.82
2025,4,12,21,46,,UTC+8,1.83
2025,4,13,3,14,,UTC+8,0.88
2025,4,13,9,31,,UTC+8,1.95
2025,4,13,15,40,,UTC+8,0.73
2025,4,13,22,25,,UTC+8,1.76
2025,4,14,3,35,,UTC+8,0.97
2025,4,14,9,52,,UTC+8,2.04
2025,4,14,16,16,,UTC+8,0.67
2025,4,14,23,4,,UTC+8,1.67
2025,4,15,3,56,,UTC+8,1.05
2025,4,15,10,13,,UTC+8,2.1
2025,4,15,16,53,,UTC+8,0.63
2025,4,15,23,43,,UTC+8,1.57
2025,4,16,4,14,,UTC+8,1.12
2025,4,16,10,27,,UTC+8,2.15
2025,4,16,17,33,,UTC+8,0.63
2025,4,17,0,26,,UTC+8,1.46
2025,4,17,4,23,,UTC+8,1.19
2025,4,17,10,21,,UTC+8,2.17
2025,4,17,18,18,,UTC+8,0.66
2025,4,18,1,18,,UTC+8,1.36
2025,4,18,4,20,,UTC+8,1.23
2025,4,18,10,49,,UTC+8,2.17
2025,4,18,19,11,,UTC+8,0.69
2025,4,19,11,39,,UTC+8,2.13
2025,4,19,20,25,,UTC+8,0.73
2025,4,20,12,54,,UTC+8,2.08
2025,4,20,21,53,,UTC+8,0.72
2025,4,21,14,14,,UTC+8,2.02
2025,4,21,23,10,,UTC+8,0.69
2025,4,22,15,49,,UTC+8,2
2025,4,23,0,4,,UTC+8,0.65
2025,4,23,7,53,,UTC+8,1.55
2025,4,23,11,1,,UTC+8,1.45
2025,4,23,17,8,,UTC+8,2.01
2025,4,24,0,40,,UTC+8,0.64
2025,4,24,8,0,,UTC+8,1.64
2025,4,24,12,16,,UTC+8,1.24
2025,4,24,18,22,,UTC+8,2.01
2025,4,25,1,13,,UTC+8,0.66
2025,4,25,8,5,,UTC+8,1.76
2025,4,25,13,14,,UTC+8,0.98
2025,4,25,19,34,,UTC+8,2
2025,4,26,1,45,,UTC+8,0.72
2025,4,26,8,25,,UTC+8,1.93
2025,4,26,14,6,,UTC+8,0.72
2025,4,26,20,39,,UTC+8,1.96
2025,4,27,2,17,,UTC+8,0.8
2025,4,27,8,53,,UTC+8,2.12
2025,4,27,14,55,,UTC+8,0.49
2025,4,27,21,38,,UTC+8,1.88
2025,4,28,2,49,,UTC+8,0.9
2025,4,28,9,26,,UTC+8,2.29
2025,4,28,15,45,,UTC+8,0.34
2025,4,28,22,36,,UTC+8,1.76
2025,4,29,3,21,,UTC+8,1.01
2025,4,29,10,2,,UTC+8,2.42
2025,4,29,16,36,,UTC+8,0.27
2025,4,29,23,36,,UTC+8,1.61
2025,4,30,3,50,,UTC+8,1.11
2025,4,30,10,42,,UTC+8,2.48
2025,4,30,17,32,,UTC+8,0.28
2025,5,1,0,40,,UTC+8,1.47
2025,5,1,4,14,,UTC+8,1.2
2025,5,1,11,24,,UTC+8,2.46
2025,5,1,18,37,,UTC+8,0.36
2025,5,2,1,49,,UTC+8,1.36
2025,5,2,4,4,,UTC+8,1.26
2025,5,2,12,10,,UTC+8,2.38
2025,5,2,19,53,,UTC+8,0.45
2025,5,3,13,3,,UTC+8,2.24
2025,5,3,21,3,,UTC+8,0.53
2025,5,4,14,17,,UTC+8,2.09
2025,5,4,22,10,,UTC+8,0.6
2025,5,5,15,42,,UTC+8,1.96
2025,5,5,23,10,,UTC+8,0.66
2025,5,6,16,58,,UTC+8,1.85
2025,5,6,23,57,,UTC+8,0.72
2025,5,7,7,28,,UTC+8,1.59
2025,5,7,11,53,,UTC+8,1.35
2025,5,7,18,8,,UTC+8,1.77
2025,5,8,0,34,,UTC+8,0.78
2025,5,8,7,36,,UTC+8,1.67
2025,5,8,12,52,,UTC+8,1.17
2025,5,8,19,9,,UTC+8,1.7
2025,5,9,1,5,,UTC+8,0.84
2025,5,9,7,52,,UTC+8,1.77
2025,5,9,13,38,,UTC+8,1
2025,5,9,20,4,,UTC+8,1.64
2025,5,10,1,32,,UTC+8,0.91
2025,5,10,8,9,,UTC+8,1.88
2025,5,10,14,19,,UTC+8,0.85
2025,5,10,20,53,,UTC+8,1.59
2025,5,11,1,56,,UTC+8,0.98
2025,5,11,8,25,,UTC+8,1.99
2025,5,11,15,0,,UTC+8,0.71
2025,5,11,21,39,,UTC+8,1.54
2025,5,12,2,18,,UTC+8,1.04
2025,5,12,8,44,,UTC+8,2.1
2025,5,12,15,34,,UTC+8,0.61
2025,5,12,22,23,,UTC+8,1.5
2025,5,13,2,40,,UTC+8,1.09
2025,5,13,9,4,,UTC+8,2.18
2025,5,13,16,10,,UTC+8,0.54
2025,5,13,23,4,,UTC+8,1.45
2025,5,14,3,0,,UTC+8,1.14
2025,5,14,9,22,,UTC+8,2.23
2025,5,14,16,48,,UTC+8,0.5
2025,5,14,23,47,,UTC+8,1.4
2025,5,15,3,13,,UTC+8,1.18
2025,5,15,9,22,,UTC+8,2.26
2025,5,15,17,29,,UTC+8,0.49
2025,5,16,0,36,,UTC+8,1.35
2025,5,16,3,23,,UTC+8,1.22
2025,5,16,9,47,,UTC+8,2.26
2025,5,16,18,14,,UTC+8,0.51
2025,5,17,1,38,,UTC+8,1.31
2025,5,17,3,41,,UTC+8,1.25
2025,5,17,10,28,,UTC+8,2.23
2025,5,17,19,7,,UTC+8,0.54
2025,5,18,11,40,,UTC+8,2.17
2025,5,18,20,8,,UTC+8,0.57
2025,5,19,12,46,,UTC+8,2.09
2025,5,19,21,10,,UTC+8,0.6
2025,5,20,13,55,,UTC+8,2
2025,5,20,22,4,,UTC+8,0.64
2025,5,21,6,16,,UTC+8,1.5
2025,5,21,8,41,,UTC+8,1.44
2025,5,21,15,27,,UTC+8,1.91
2025,5,21,22,51,,UTC+8,0.68
2025,5,22,6,24,,UTC+8,1.61
2025,5,22,10,46,,UTC+8,1.31
2025,5,22,16,53,,UTC+8,1.82
2025,5,22,23,34,,UTC+8,0.74
2025,5,23,6,45,,UTC+8,1.75
2025,5,23,12,0,,UTC+8,1.08
2025,5,23,18,15,,UTC+8,1.74
2025,5,24,0,13,,UTC+8,0.82
2025,5,24,7,11,,UTC+8,1.92
2025,5,24,13,1,,UTC+8,0.81
2025,5,24,19,31,,UTC+8,1.67
2025,5,25,0,50,,UTC+8,0.9
2025,5,25,7,41,,UTC+8,2.11
2025,5,25,13,57,,UTC+8,0.55
2025,5,25,20,40,,UTC+8,1.61
2025,5,26,1,27,,UTC+8,0.99
2025,5,26,8,14,,UTC+8,2.29
2025,5,26,14,51,,UTC+8,0.34
2025,5,26,21,47,,UTC+8,1.54
2025,5,27,2,3,,UTC+8,1.07
2025,5,27,8,52,,UTC+8,2.44
2025,5,27,15,45,,UTC+8,0.21
2025,5,27,22,52,,UTC+8,1.47
2025,5,28,2,37,,UTC+8,1.14
2025,5,28,9,34,,UTC+8,2.52
2025,5,28,16,40,,UTC+8,0.16
2025,5,28,23,52,,UTC+8,1.4
2025,5,29,3,9,,UTC+8,1.19
2025,5,29,10,19,,UTC+8,2.53
2025,5,29,17,40,,UTC+8,0.18
2025,5,30,0,49,,UTC+8,1.35
2025,5,30,3,30,,UTC+8,1.22
2025,5,30,11,7,,UTC+8,2.46
2025,5,30,18,39,,UTC+8,0.26
2025,5,31,1,44,,UTC+8,1.32
2025,5,31,3,36,,UTC+8,1.25
2025,5,31,11,56,,UTC+8,2.34
2025,5,31,19,35,,UTC+8,0.36
2025,6,1,12,50,,UTC+8,2.18
2025,6,1,20,26,,UTC+8,0.48
2025,6,2,13,53,,UTC+8,2
2025,6,2,21,13,,UTC+8,0.6
2025,6,3,15,2,,UTC+8,1.82
2025,6,3,21,59,,UTC+8,0.71
2025,6,4,5,37,,UTC+8,1.52
2025,6,4,9,20,,UTC+8,1.4
2025,6,4,16,12,,UTC+8,1.65
2025,6,4,22,41,,UTC+8,0.81
2025,6,5,6,9,,UTC+8,1.62
2025,6,5,11,37,,UTC+8,1.28
2025,6,5,17,35,,UTC+8,1.51
2025,6,5,23,17,,UTC+8,0.9
2025,6,6,6,37,,UTC+8,1.73
2025,6,6,12,46,,UTC+8,1.1
2025,6,6,18,50,,UTC+8,1.41
2025,6,6,23,48,,UTC+8,0.98
2025,6,7,7,0,,UTC+8,1.84
2025,6,7,13,36,,UTC+8,0.93
2025,6,7,19,54,,UTC+8,1.36
2025,6,8,0,16,,UTC+8,1.04
2025,6,8,7,16,,UTC+8,1.96
2025,6,8,14,19,,UTC+8,0.76
2025,6,8,20,53,,UTC+8,1.33
2025,6,9,0,43,,UTC+8,1.09
2025,6,9,7,31,,UTC+8,2.07
2025,6,9,14,59,,UTC+8,0.62
2025,6,9,21,46,,UTC+8,1.32
2025,6,10,1,11,,UTC+8,1.12
2025,6,10,7,50,,UTC+8,2.17
2025,6,10,15,36,,UTC+8,0.51
2025,6,10,22,33,,UTC+8,1.31
2025,6,11,1,39,,UTC+8,1.15
2025,6,11,8,16,,UTC+8,2.24
2025,6,11,16,13,,UTC+8,0.44
2025,6,11,23,16,,UTC+8,1.31
2025,6,12,2,4,,UTC+8,1.17
2025,6,12,8,46,,UTC+8,2.29
2025,6,12,16,50,,UTC+8,0.4
2025,6,12,23,59,,UTC+8,1.3
2025,6,13,2,30,,UTC+8,1.18
2025,6,13,9,25,,UTC+8,2.31
2025,6,13,17,29,,UTC+8,0.39
2025,6,14,0,43,,UTC+8,1.3
2025,6,14,3,0,,UTC+8,1.2
2025,6,14,10,14,,UTC+8,2.3
2025,6,14,18,10,,UTC+8,0.4
2025,6,15,1,29,,UTC+8,1.3
2025,6,15,3,37,,UTC+8,1.22
2025,6,15,11,5,,UTC+8,2.26
2025,6,15,18,52,,UTC+8,0.44
2025,6,16,2,17,,UTC+8,1.33
2025,6,16,4,31,,UTC+8,1.26
2025,6,16,11,55,,UTC+8,2.18
2025,6,16,19,34,,UTC+8,0.5
2025,6,17,3,5,,UTC+8,1.38
2025,6,17,6,4,,UTC+8,1.29
2025,6,17,12,47,,UTC+8,2.07
2025,6,17,20,17,,UTC+8,0.57
2025,6,18,3,51,,UTC+8,1.46
2025,6,18,7,18,,UTC+8,1.3
2025,6,18,13,47,,UTC+8,1.92
2025,6,18,20,59,,UTC+8,0.66
2025,6,19,4,35,,UTC+8,1.57
2025,6,19,8,45,,UTC+8,1.26
2025,6,19,15,15,,UTC+8,1.74
2025,6,19,21,41,,UTC+8,0.77
2025,6,20,5,14,,UTC+8,1.71
2025,6,20,10,28,,UTC+8,1.13
2025,6,20,16,48,,UTC+8,1.58
2025,6,20,22,23,,UTC+8,0.88
2025,6,21,5,51,,UTC+8,1.87
2025,6,21,11,47,,UTC+8,0.91
2025,6,21,18,17,,UTC+8,1.45
2025,6,21,23,4,,UTC+8,0.99
2025,6,22,6,26,,UTC+8,2.05
2025,6,22,12,56,,UTC+8,0.67
2025,6,22,19,43,,UTC+8,1.38
2025,6,22,23,47,,UTC+8,1.08
2025,6,23,7,3,,UTC+8,2.22
2025,6,23,13,58,,UTC+8,0.44
2025,6,23,21,7,,UTC+8,1.35
2025,6,24,0,31,,UTC+8,1.14
2025,6,24,7,43,,UTC+8,2.37
2025,6,24,14,56,,UTC+8,0.27
2025,6,24,22,15,,UTC+8,1.34
2025,6,25,1,16,,UTC+8,1.17
2025,6,25,8,29,,UTC+8,2.47
2025,6,25,15,52,,UTC+8,0.16
2025,6,25,23,8,,UTC+8,1.33
2025,6,26,2,4,,UTC+8,1.19
2025,6,26,9,17,,UTC+8,2.51
2025,6,26,16,45,,UTC+8,0.13
2025,6,26,23,53,,UTC+8,1.33
2025,6,27,2,53,,UTC+8,1.19
2025,6,27,10,7,,UTC+8,2.48
2025,6,27,17,34,,UTC+8,0.18
2025,6,28,0,35,,UTC+8,1.33
2025,6,28,3,42,,UTC+8,1.19
2025,6,28,10,56,,UTC+8,2.4
2025,6,28,18,18,,UTC+8,0.27
2025,6,29,1,17,,UTC+8,1.34
2025,6,29,4,30,,UTC+8,1.2
2025,6,29,11,44,,UTC+8,2.27
2025,6,29,18,57,,UTC+8,0.4
2025,6,30,2,0,,UTC+8,1.37
2025,6,30,5,20,,UTC+8,1.22
2025,6,30,12,31,,UTC+8,2.09
2025,6,30,19,33,,UTC+8,0.54
2025,7,1,2,44,,UTC+8,1.42
2025,7,1,6,13,,UTC+8,1.25
2025,7,1,13,18,,UTC+8,1.9
2025,7,1,20,6,,UTC+8,0.67
2025,7,2,3,30,,UTC+8,1.49
2025,7,2,7,15,,UTC+8,1.28
2025,7,2,14,9,,UTC+8,1.69
2025,7,2,20,37,,UTC+8,0.8
2025,7,3,4,15,,UTC+8,1.58
2025,7,3,8,38,,UTC+8,1.29
2025,7,3,15,13,,UTC+8,1.48
2025,7,3,21,9,,UTC+8,0.92
2025,7,4,4,56,,UTC+8,1.68
2025,7,4,11,13,,UTC+8,1.22
2025,7,4,17,1,,UTC+8,1.31
2025,7,4,21,41,,UTC+8,1.01
2025,7,5,5,27,,UTC+8,1.78
2025,7,5,12,54,,UTC+8,1.04
2025,7,5,18,44,,UTC+8,1.22
2025,7,5,22,15,,UTC+8,1.09
2025,7,6,5,45,,UTC+8,1.89
